Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL324842,ROSMARINIC ACID,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,IC50,'=',26000.0,nM
CHEMBL288441,BOSUTINIB,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,IC50,'=',100.0,nM
CHEMBL194969,,COc1cc(Nc2c(C#N)cnc3cc4cc(OC)c(OCCN5CCN(C)CC5)cc4cc23)c(Cl)cc1Cl,IC50,'=',1.1,nM
CHEMBL482968,ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,IC50,'=',10.0,nM
CHEMBL131577,,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(=O)C2CC2)s1,IC50,'=',10.0,nM
CHEMBL1933538,,O=C(c1cc2cc(F)ccc2[nH]1)N1C[C@]2(CCN(C3CCCNC3)C2)c2ccccc21,IC50,'>',30000.0,nM
CHEMBL6881,,COc1ccc2c(c1)Cc1c(O)ncnc1N2,IC50,'=',3700.0,nM
CHEMBL197538,,N#Cc1cnc2cnc(NCCN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,IC50,'=',40000.0,nM
CHEMBL404595,,CC(=O)N[C@H]1C(=O)N[C@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)CSSC1(C)C,IC50,'=',2100.0,nM
CHEMBL306081,,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C,IC50,'>',100000.0,nM
CHEMBL154822,,COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)c(O)c3)[nH]c3ccccc23)cc1O,IC50,'=',100000.0,nM
CHEMBL172973,,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1,IC50,'=',3300.0,nM
CHEMBL299724,,CC(C)CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,IC50,'=',230.0,nM
CHEMBL176702,,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1,IC50,'=',4000.0,nM
CHEMBL4438748,,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,IC50,'>',10000.0,nM
CHEMBL2096880,,Cc1cccc(C)c1Nc1nc(-c2ccc(F)cc2)cn2cncc12,IC50,'=',403.0,nM
CHEMBL227699,,Cc1cccc(C)c1Nc1ncc(-c2ccc(OCCN3CCCC3)cc2)n2cncc12,IC50,'=',15.0,nM
CHEMBL2092743,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)c1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,IC50,'=',1900.0,nM
CHEMBL230829,,Cc1cccc(C)c1-c1cc(N)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,IC50,'=',10.0,nM
CHEMBL58421,,CC[C@H](NC(=O)[C@H](Cc1ccc(P(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,IC50,'>',100000.0,nM
CHEMBL345677,,c1ccc(Cn2cnc3c(Nc4ccccc4)ncnc32)cc1,IC50,'>',10000.0,nM
